gen_id,gen_adi,WT_1,WT_2,WT_3,KO_1,KO_2,KO_3
ENSMUSG00000100714.7,2010308F09Rik,2,1,6,5,3,6
ENSMUSG00000100715.7,Gm28074,0,0,0,0,0,0
ENSMUSG00000100717.7,1700120G07Rik,0,0,1,0,0,0
ENSMUSG00000100718.2,Gm21717,0,0,0,0,0,0
ENSMUSG00000100719.2,Gm28786,0,0,0,0,0,0
ENSMUSG00000100720.2,Gm10075,0,2,0,0,0,0
ENSMUSG00000100721.2,Gm9271,0,0,0,0,0,0
ENSMUSG00000100722.2,Gm29569,0,0,0,0,0,0
ENSMUSG00000100726.3,Gm21497,0,0,0,0,0,0
ENSMUSG00000100727.7,1700003P14Rik,0,0,0,0,0,0
ENSMUSG00000100728.2,Gm29431,0,0,0,0,0,0
ENSMUSG00000100730.2,Gm20776,0,0,0,0,0,0
ENSMUSG00000100731.2,Gm29523,0,0,0,0,0,0
ENSMUSG00000100732.2,Topbp1-ps2,0,0,0,0,0,0
ENSMUSG00000100733.3,4932411K12Rik,0,0,0,0,0,0
ENSMUSG00000100734.2,Rpl23a-ps8,0,0,0,0,0,0
ENSMUSG00000100736.2,Gm5147,4,4,4,4,2,3
ENSMUSG00000100738.2,2010106C02Rik,0,0,0,0,0,0
ENSMUSG00000100739.7,Gm28296,0,0,0,0,0,0
ENSMUSG00000100741.2,Gm28814,0,0,0,0,0,0
ENSMUSG00000100742.2,Gm28953,0,0,0,0,0,0
ENSMUSG00000100743.2,Scgb1b25-ps,0,0,0,0,0,0
ENSMUSG00000100744.2,Gm17764,22,16,7,4,3,0
ENSMUSG00000100745.2,Gm29077,0,0,0,0,0,0
ENSMUSG00000100746.2,Gm28716,0,0,0,0,0,0
ENSMUSG00000100747.6,1700084E18Rik,9,13,14,7,8,21
ENSMUSG00000100749.2,Gm20798,0,0,0,0,0,0
ENSMUSG00000100750.2,Gm29084,992,315,1265,1009,2006,770
ENSMUSG00000100751.2,Gm5116,0,0,0,0,0,0
ENSMUSG00000100752.2,Gm28847,0,0,0,0,0,0
ENSMUSG00000100753.2,Gm29435,0,0,0,0,0,0
ENSMUSG00000100754.2,Scgb2b5-ps,0,0,0,0,0,0
ENSMUSG00000100755.2,Rps23-ps1,8141,8225,28878,6075,8622,9080
ENSMUSG00000100756.2,Gm21257,0,0,0,0,0,0
ENSMUSG00000100757.2,Gm29613,0,0,0,0,0,0
ENSMUSG00000100758.2,Gm3332,0,0,0,0,0,0
ENSMUSG00000100759.7,1700029B22Rik,0,0,0,0,0,0
ENSMUSG00000100760.2,Gm4035,0,0,0,1,0,0
ENSMUSG00000100761.2,Gm29344,0,0,0,0,0,0
ENSMUSG00000100762.2,Gm8403,0,0,0,0,0,0
ENSMUSG00000100763.2,Gm28777,3,1,1,0,1,1
ENSMUSG00000100764.2,Gm29155,4,5,8,0,2,3
ENSMUSG00000100765.2,Gm28684,0,0,0,0,0,0
ENSMUSG00000100767.2,Gm3508,0,1,1,1,0,0
ENSMUSG00000100768.2,Gm29055,0,5,9,12,7,6
ENSMUSG00000100769.2,Gm28893,0,0,2,1,2,0
ENSMUSG00000100770.2,Gm28466,0,0,0,0,0,0
ENSMUSG00000100771.2,Gm28618,0,0,0,0,0,0
ENSMUSG00000100773.2,Gm28366,0,0,0,0,0,0
ENSMUSG00000100774.2,Gm7329,0,1,0,0,0,0
ENSMUSG00000100775.2,Gm29107,3,8,22,2,8,3
ENSMUSG00000100776.2,Gm18254,0,0,0,0,0,0
ENSMUSG00000100777.2,4930598F16Rik,0,0,0,0,0,0
ENSMUSG00000100779.2,Gm29292,9,3,11,2,2,0
ENSMUSG00000100780.2,Gm28579,0,0,0,0,0,0
ENSMUSG00000100781.2,Gm29481,0,0,0,0,0,0
ENSMUSG00000100782.2,Gm28231,0,0,0,0,0,2
ENSMUSG00000100783.3,2310047D07Rik,0,0,2,0,1,1
ENSMUSG00000100785.2,Gm29333,0,0,0,0,0,0
ENSMUSG00000100786.2,Gm28940,0,0,0,0,0,0
ENSMUSG00000100787.7,Gm28316,0,0,0,0,0,0
ENSMUSG00000100788.2,Gm21122,0,0,0,0,0,0
ENSMUSG00000100789.7,Gm29508,0,0,0,0,0,0
ENSMUSG00000100790.7,Gm28518,0,0,0,0,0,0
ENSMUSG00000100791.2,Gm28199,0,0,0,0,0,0
ENSMUSG00000100792.2,Gm29161,0,0,0,0,0,0
ENSMUSG00000100794.2,Gm29667,0,0,1,1,0,0
ENSMUSG00000100795.3,Gm29208,0,0,0,0,0,0
ENSMUSG00000100796.2,Gm28163,0,0,0,0,0,0
ENSMUSG00000100798.2,Gm19589,0,0,0,0,0,0
ENSMUSG00000100799.3,1700027H10Rik,0,0,1,0,0,0
ENSMUSG00000100800.2,Gm21301,0,0,0,0,0,0
ENSMUSG00000100801.2,Gm15459,7801,1903,17235,5736,14390,7652
ENSMUSG00000100802.2,Gm20889,0,0,0,0,0,0
ENSMUSG00000100804.2,Gm28150,0,0,0,0,0,0
ENSMUSG00000100805.2,Gm29108,0,0,0,0,0,0
ENSMUSG00000100806.2,Gm28396,0,0,0,0,0,0
ENSMUSG00000100807.4,Gm29521,13,4,28,13,7,21
ENSMUSG00000100808.2,Gm28594,0,0,0,0,0,0
ENSMUSG00000100809.2,Gm28612,0,0,0,0,0,0
ENSMUSG00000100810.2,Gm29086,0,0,0,0,0,0
ENSMUSG00000100811.2,Gm29083,0,0,0,0,0,0
ENSMUSG00000100812.2,A730098A19Rik,0,0,0,0,0,0
ENSMUSG00000100813.2,Gm28874,12,10,45,20,22,18
ENSMUSG00000100814.2,Gm28669,0,0,0,0,0,0
ENSMUSG00000100815.2,Gm29112,1,0,0,0,0,0
ENSMUSG00000100816.2,Gm28321,4,8,14,9,22,19
ENSMUSG00000100817.2,Gm29302,0,0,0,0,0,0
ENSMUSG00000100818.2,Gm21287,0,0,0,0,0,0
ENSMUSG00000100819.2,Gm2693,0,0,1,0,0,1
ENSMUSG00000100820.2,Gm28945,0,0,0,0,0,0
ENSMUSG00000100821.2,Gm28894,0,0,0,0,0,0
ENSMUSG00000100822.2,Gm29275,0,0,0,0,0,0
ENSMUSG00000100825.2,Itpa-ps2,0,0,1,0,0,0
ENSMUSG00000100826.7,Snhg14,211,297,171,125,135,142
ENSMUSG00000100827.2,Gm29069,0,0,0,0,0,0
ENSMUSG00000100830.2,Gm28441,6,8,8,3,11,2
ENSMUSG00000100831.2,Gm17847,0,0,0,0,0,0
ENSMUSG00000100832.3,Gm29260,0,0,0,0,0,0
ENSMUSG00000100833.2,Gm28988,1,0,0,0,0,0
ENSMUSG00000100834.2,Gm21285,0,0,0,0,0,0
ENSMUSG00000100835.2,Gm28907,0,0,0,0,0,0
ENSMUSG00000100836.2,Gm28215,0,0,0,0,0,0
ENSMUSG00000100837.9,1700063D05Rik,7,9,22,3,10,14
ENSMUSG00000100838.2,Gm29094,0,0,0,0,0,3
ENSMUSG00000100839.2,Gm5920,0,0,0,1,0,0
ENSMUSG00000100841.2,Gm21115,0,0,0,0,0,0
ENSMUSG00000100842.2,Gm17790,0,0,0,0,0,0
ENSMUSG00000100843.2,Gm8307,0,0,0,0,0,0
ENSMUSG00000100844.2,1810007C17Rik,0,0,0,0,0,0
ENSMUSG00000100845.2,Gm28770,0,0,0,0,0,0
ENSMUSG00000100846.2,Gm28845,0,0,0,0,0,0
ENSMUSG00000100847.2,Gm28676,0,0,0,0,0,0
ENSMUSG00000100848.2,Gm29281,0,0,0,0,0,0
ENSMUSG00000100849.2,Gm28663,0,0,0,0,0,0
ENSMUSG00000100850.2,4930434B07Rik,0,0,0,0,0,0
ENSMUSG00000100852.2,Gm29056,0,0,0,0,0,0
ENSMUSG00000100854.2,Gm28057,0,0,0,0,0,0
ENSMUSG00000100856.2,Gm21627,0,0,0,0,0,0
ENSMUSG00000100857.3,1700041M19Rik,0,0,0,0,0,0
ENSMUSG00000100858.2,Gm28400,0,0,0,0,0,0
ENSMUSG00000100859.7,Gm28725,0,0,0,0,0,0
ENSMUSG00000100860.2,2010009K17Rik,0,0,2,0,0,1
ENSMUSG00000100861.2,Gm29382,0,0,0,0,0,0
ENSMUSG00000100862.2,Atp6-ps,0,0,0,0,0,0
ENSMUSG00000100863.2,Gm12669,13,18,5,36,14,18
ENSMUSG00000100864.2,Gm21302,0,0,0,0,0,0
ENSMUSG00000100865.5,Gm9320,4,3,7,0,8,11
ENSMUSG00000100866.2,Gm28830,0,0,0,0,0,0
ENSMUSG00000100867.2,Gm18981,0,0,2,0,0,0
ENSMUSG00000100868.2,Gm28095,0,0,0,1,0,0
ENSMUSG00000100869.2,Gm20846,0,0,0,0,0,0
ENSMUSG00000100870.2,Gm21720,0,0,0,0,0,0
ENSMUSG00000100872.3,1700065J18Rik,0,0,0,0,0,0
ENSMUSG00000100875.7,Gm28987,0,0,0,0,0,0
ENSMUSG00000100876.2,2810454H06Rik,10,8,59,15,21,10
ENSMUSG00000100877.2,Gm28534,0,0,0,0,0,0
ENSMUSG00000100878.2,Gm29196,0,0,0,0,0,0
ENSMUSG00000100879.2,Gm28743,0,0,0,0,0,0
ENSMUSG00000100880.3,Gm6610,0,0,0,0,0,0
ENSMUSG00000100881.2,Gm21824,0,0,0,0,0,0
ENSMUSG00000100882.2,Gm20849,0,0,0,0,0,0
ENSMUSG00000100883.2,Gm28773,0,0,0,0,0,0
ENSMUSG00000100884.2,Gm28281,0,0,0,0,0,0
ENSMUSG00000100885.2,Gm29446,0,0,0,0,0,0
ENSMUSG00000100886.2,Gm7195,0,0,0,0,0,0
ENSMUSG00000100887.2,Gm29297,0,0,0,0,0,0
ENSMUSG00000100888.2,Gm29567,0,0,0,0,0,0
ENSMUSG00000100890.2,1700085C21Rik,0,0,0,0,0,0
ENSMUSG00000100891.2,2810049E08Rik,0,0,0,0,0,0
ENSMUSG00000100892.2,Gm20897,0,0,0,0,0,0
ENSMUSG00000100893.2,Gm28083,0,0,0,0,0,0
ENSMUSG00000100894.2,Gm8304,0,0,0,0,1,0
ENSMUSG00000100895.2,Gm28685,0,0,0,0,0,0
ENSMUSG00000100896.2,Gm28217,0,0,0,0,0,0
ENSMUSG00000100897.2,Gm29634,0,0,0,0,0,0
ENSMUSG00000100899.3,Or5d39,3,4,4,3,10,3
ENSMUSG00000100900.7,Gm28850,0,0,0,0,0,0
ENSMUSG00000100901.2,Gm18829,0,0,0,0,0,0
ENSMUSG00000100902.2,Gm20850,0,0,0,0,0,0
ENSMUSG00000100903.2,Scgb2b31-ps,0,0,0,0,0,0
ENSMUSG00000100905.2,Gm28075,0,0,0,0,0,0
ENSMUSG00000100906.2,Gm29238,0,0,0,0,0,0
ENSMUSG00000100907.2,Gm29310,0,0,0,0,0,0
ENSMUSG00000100908.2,Gm28888,0,0,0,0,0,0
ENSMUSG00000100910.2,Gm29128,0,0,0,0,0,2
ENSMUSG00000100911.3,1700027F09Rik,0,0,0,0,0,0
ENSMUSG00000100912.2,Gm2021,0,0,0,0,0,0
ENSMUSG00000100913.2,Gm8392,0,0,0,0,0,0
ENSMUSG00000100914.2,Gm28679,0,0,0,0,0,0
ENSMUSG00000100915.7,Gm29321,0,0,0,0,0,0
ENSMUSG00000100916.4,Lhb,0,0,3,1,1,0
ENSMUSG00000100917.2,Gm18751,0,0,0,0,0,0
ENSMUSG00000100918.2,Gm19224,0,0,0,0,0,0
ENSMUSG00000100919.2,Gm28655,0,0,0,0,0,0
ENSMUSG00000100920.2,Gm18348,0,0,0,0,0,0
ENSMUSG00000100922.2,Gm8520,13,32,15,2,0,9
ENSMUSG00000100923.3,Or2y1b,0,0,1,0,0,0
ENSMUSG00000100925.2,Gm28898,0,0,0,0,0,0
ENSMUSG00000100926.2,Gm5329,0,0,0,0,0,0
ENSMUSG00000100927.2,Gm28536,3,3,31,9,11,5
ENSMUSG00000100928.7,Gm28487,0,0,0,0,0,0
ENSMUSG00000100929.2,Gm28064,0,0,0,0,0,0
ENSMUSG00000100930.2,Gm28866,0,0,0,0,0,0
ENSMUSG00000100931.2,Gm28085,1,0,2,0,1,0
ENSMUSG00000100932.2,2210022D18Rik,0,0,0,0,0,0
ENSMUSG00000100933.2,Gm28143,0,0,0,0,0,0
ENSMUSG00000100935.2,Gm29592,0,0,0,0,0,0
ENSMUSG00000100936.2,Gm28865,0,0,0,0,0,0
ENSMUSG00000100937.2,Nscme3l,6,11,14,1,10,5
ENSMUSG00000100938.2,Gm28726,0,0,0,0,0,0
ENSMUSG00000100939.2,Gm28998,0,0,0,0,0,0
ENSMUSG00000100940.2,Gm29372,0,0,0,0,0,0
ENSMUSG00000100941.2,Gm29597,0,0,0,0,0,0
ENSMUSG00000100943.2,Gm29229,0,0,0,0,0,0
ENSMUSG00000100944.2,Gm28900,2,0,0,2,2,0
ENSMUSG00000100945.2,Gm29529,0,0,0,0,0,0
ENSMUSG00000100946.2,Gm28473,0,0,0,0,0,0
ENSMUSG00000100947.2,Gm28949,0,0,0,0,0,0
ENSMUSG00000100948.2,Gm28395,0,0,0,0,0,0
ENSMUSG00000100949.2,Scgb1b13-ps,0,0,0,0,0,0
ENSMUSG00000100950.2,Taar7f,0,0,0,0,0,0
ENSMUSG00000100952.2,Gm28545,0,0,0,0,0,0
ENSMUSG00000100953.7,Gm28280,0,0,0,0,0,0
ENSMUSG00000100954.7,Gm10138,53,44,268,44,98,57
ENSMUSG00000100955.2,Gm18728,0,0,0,0,0,0
ENSMUSG00000100957.7,Gm28762,0,0,0,0,0,0
ENSMUSG00000100958.2,Gm29351,0,0,0,0,0,0
ENSMUSG00000100959.2,Idi1-ps5,0,0,0,0,0,0
ENSMUSG00000100960.2,Gm21156,0,0,0,0,0,0
ENSMUSG00000100961.2,Gm28394,0,0,0,0,0,0
ENSMUSG00000100962.4,Lrrc77,0,0,0,0,0,0
ENSMUSG00000100964.2,Gm29503,0,0,0,0,0,0
ENSMUSG00000100965.2,Gm28449,0,0,0,0,0,0
ENSMUSG00000100966.2,Gm5700,0,0,0,0,0,0
ENSMUSG00000100967.2,Gm29666,498,887,548,367,422,516
ENSMUSG00000100968.2,Gm2098,0,0,0,0,0,0
ENSMUSG00000100969.8,1700030N03Rik,6,4,3,10,15,6
ENSMUSG00000100970.2,Gm29270,0,0,0,0,0,0
ENSMUSG00000100971.2,Gm28824,0,0,0,0,0,0
ENSMUSG00000100972.3,Gm28553,0,0,0,0,0,0
ENSMUSG00000100973.2,Gm29299,0,0,0,0,0,0
ENSMUSG00000100974.2,Gm28459,0,0,0,0,0,0
ENSMUSG00000100975.3,Gm28875,147,184,220,195,212,172
ENSMUSG00000100976.2,Gm29134,0,0,0,0,0,0
ENSMUSG00000100977.2,Gm29334,0,0,0,0,0,0
ENSMUSG00000100978.2,Gm20912,0,0,0,0,0,0
ENSMUSG00000100979.2,Gm29347,0,0,0,0,0,0
ENSMUSG00000100980.2,Gm29100,0,0,0,0,0,0
ENSMUSG00000100981.2,Gm29072,0,0,4,0,0,0
ENSMUSG00000100983.2,Gm29030,0,0,0,0,0,0
ENSMUSG00000100984.2,Gm28357,0,0,0,0,0,0
ENSMUSG00000100985.3,Gm10640,0,0,0,2,2,2
ENSMUSG00000100986.2,Gm21741,0,0,0,0,0,0
ENSMUSG00000100987.2,Gm1627,0,0,0,0,0,0
ENSMUSG00000100989.2,Gm29647,0,0,0,0,0,0
ENSMUSG00000100990.2,Gm7891,0,0,0,0,0,0
ENSMUSG00000100991.2,Gm21856,0,0,0,0,0,0
ENSMUSG00000100992.2,Gm23925,0,0,0,0,0,0
ENSMUSG00000100994.2,Gm21333,0,0,0,0,0,0
ENSMUSG00000100995.2,Gm29525,0,0,0,0,0,0
ENSMUSG00000100998.2,Gm28864,0,0,0,0,0,0
ENSMUSG00000100999.2,Gm29145,0,0,0,0,0,0
ENSMUSG00000101000.2,Gm5371,0,0,0,0,0,0
ENSMUSG00000101001.2,Gm3121,0,0,0,0,0,0
ENSMUSG00000101002.2,Gm28944,0,0,0,0,0,0
ENSMUSG00000101004.2,Gm8596,0,1,0,1,0,0
ENSMUSG00000101005.2,Gm20871,0,0,0,0,0,0
ENSMUSG00000101006.2,Gm28299,0,0,0,0,0,0
ENSMUSG00000101007.2,Gm29541,0,0,2,1,0,0
ENSMUSG00000101008.2,Gm29442,0,0,0,0,0,0
ENSMUSG00000101009.7,1700108F19Rik,1,3,2,0,4,1
ENSMUSG00000101011.8,Gm29398,0,0,0,0,1,0
ENSMUSG00000101012.7,1700008K24Rik,0,0,0,0,0,0
ENSMUSG00000101013.2,A630072M18Rik,50,37,0,73,111,86
ENSMUSG00000101014.2,Gm28289,0,0,0,0,0,0
ENSMUSG00000101015.2,Gm18444,0,0,0,0,0,0
ENSMUSG00000101017.2,Gm21658,0,0,0,0,0,0
ENSMUSG00000101018.2,Gm28910,0,0,0,0,0,0
ENSMUSG00000101020.2,Gm28377,0,0,0,0,0,0
ENSMUSG00000101021.2,Gm29222,0,0,0,0,0,0
ENSMUSG00000101022.2,Gm20921,0,0,0,0,0,0
ENSMUSG00000101023.2,Gm21152,0,0,0,0,0,0
ENSMUSG00000101024.2,Gm5692,0,0,0,0,1,0
ENSMUSG00000101025.2,Gm29262,0,0,0,0,0,0
ENSMUSG00000101026.2,Ly6g6g,0,0,0,0,0,0
ENSMUSG00000101027.2,Gm28794,0,0,0,0,0,0
ENSMUSG00000101028.2,Gm28723,2,3,6,7,6,5
ENSMUSG00000101029.2,Gm29439,0,0,0,0,0,0
ENSMUSG00000101030.2,Gm28429,0,0,0,0,0,0
ENSMUSG00000101031.3,Ms4a12,0,0,4,3,4,5
ENSMUSG00000101033.2,Gm18776,0,0,0,0,0,0
ENSMUSG00000101035.2,Gm28451,0,0,0,0,0,0
ENSMUSG00000101036.2,Gm28588,0,0,0,0,0,0
ENSMUSG00000101037.3,Gm28424,8,10,31,9,20,15
ENSMUSG00000101039.2,Scgb2b29-ps,0,0,0,0,0,0
ENSMUSG00000101040.7,Gm29498,0,0,0,0,0,0
ENSMUSG00000101041.2,Gm29353,0,0,0,0,0,0
ENSMUSG00000101042.2,Gm28167,0,0,0,0,0,0
ENSMUSG00000101043.2,Gm29075,0,0,0,0,0,0
ENSMUSG00000101046.2,Gm28803,0,0,0,0,0,0
ENSMUSG00000101049.2,Gm8856,0,0,0,0,0,0
ENSMUSG00000101050.2,Gm28774,0,0,0,0,0,0
ENSMUSG00000101051.7,1700100L14Rik,0,0,0,0,0,0
ENSMUSG00000101052.2,Gm28471,0,0,0,0,0,0
ENSMUSG00000101053.2,Gm20815,0,0,0,0,0,0
ENSMUSG00000101054.2,Gm18406,0,0,0,0,0,0
ENSMUSG00000101055.2,Gm28443,0,0,0,0,0,0
ENSMUSG00000101056.2,Gm28329,0,0,0,0,0,0
ENSMUSG00000101058.2,Gm21829,0,0,0,0,0,0
ENSMUSG00000101059.2,Gm4017,2,1,0,0,0,5
ENSMUSG00000101060.2,Gm29565,0,0,0,0,0,0
ENSMUSG00000101061.2,Platr1,0,0,4,0,4,2
ENSMUSG00000101062.2,Gm28821,0,0,0,0,0,0
ENSMUSG00000101063.2,Mrgprb7-ps,0,0,0,0,0,0
ENSMUSG00000101064.2,Gm18798,0,0,0,0,0,0
ENSMUSG00000101065.2,Scgb1b5-ps,0,0,0,0,0,0
ENSMUSG00000101066.2,Gm8498,0,0,1,0,0,0
ENSMUSG00000101067.3,Gm29007,35,15,37,24,38,20
ENSMUSG00000101071.2,Gm29577,0,0,0,0,0,0
ENSMUSG00000101072.2,Gm29470,0,0,0,0,0,0
ENSMUSG00000101073.3,Vmn1r200,0,0,0,0,0,0
ENSMUSG00000101074.2,Gm29022,0,0,0,0,0,0
ENSMUSG00000101075.2,Gm29517,0,0,0,0,0,0
ENSMUSG00000101076.3,Gm4545,0,0,0,0,0,0
ENSMUSG00000101077.2,Gm29164,0,0,0,1,0,0
ENSMUSG00000101078.4,Or5d38,0,0,0,0,0,0
ENSMUSG00000101079.2,Gm28991,0,0,0,0,0,0
ENSMUSG00000101080.2,Gm28633,0,0,0,0,0,0
ENSMUSG00000101081.2,Gm29193,0,0,0,0,1,0
ENSMUSG00000101082.2,Gm28069,0,0,0,1,0,0
ENSMUSG00000101083.2,Gm29631,0,0,0,0,0,0
ENSMUSG00000101084.2,Gm28228,0,0,0,0,0,0
ENSMUSG00000101085.2,Gm8531,0,0,0,0,0,0
ENSMUSG00000101086.3,Gm28651,0,0,0,0,0,0
ENSMUSG00000101087.2,Gm2707,0,0,0,0,0,0
ENSMUSG00000101088.8,1810018F18Rik,0,0,0,0,0,0
ENSMUSG00000101089.3,2610016A17Rik,0,1,0,0,0,0
ENSMUSG00000101090.7,Gm28619,0,0,0,0,0,0
ENSMUSG00000101091.2,Gm29384,0,0,0,0,0,0
ENSMUSG00000101092.2,Gm21796,0,0,0,0,0,0
ENSMUSG00000101093.2,Eef1a1-ps2,0,0,0,0,0,0
ENSMUSG00000101094.2,Gm29533,0,0,0,0,0,0
ENSMUSG00000101095.2,Gm29329,0,0,0,0,0,0
ENSMUSG00000101096.2,Gm21524,0,0,0,0,0,0
ENSMUSG00000101097.2,Gm6679,0,0,1,0,0,0
ENSMUSG00000101098.2,Gm20808,0,0,0,0,0,0
ENSMUSG00000101100.8,Gm28326,0,0,0,0,0,0
ENSMUSG00000101101.2,Gm18350,0,0,0,0,0,0
ENSMUSG00000101102.3,Gm28609,4,4,13,2,6,14
ENSMUSG00000101103.2,Gm21843,0,0,0,0,0,0
ENSMUSG00000101104.7,Gm29247,69,61,104,78,99,92
ENSMUSG00000101107.2,Gm28587,4,6,84,8,24,12
ENSMUSG00000101108.2,Gm29038,0,0,0,0,0,0
ENSMUSG00000101110.2,Gm28890,0,0,0,0,0,0
ENSMUSG00000101111.2,Gm28437,0,0,0,0,0,0
ENSMUSG00000101112.2,Gm29185,0,0,0,0,0,0
ENSMUSG00000101113.2,1700025B11Rik,0,0,0,0,0,0
ENSMUSG00000101114.2,Gm28628,0,0,0,0,0,0
ENSMUSG00000101115.2,Gm28664,0,0,0,0,0,0
ENSMUSG00000101116.2,Gm28416,0,0,0,0,0,0
ENSMUSG00000101117.2,Gm28341,0,0,0,0,0,0
ENSMUSG00000101119.2,Gm29060,0,0,0,0,0,0
ENSMUSG00000101120.2,Gm29452,0,0,0,0,0,0
ENSMUSG00000101122.2,Gm17971,4,2,15,4,7,5
ENSMUSG00000101123.2,Gm28654,0,0,0,0,0,0
ENSMUSG00000101124.2,Gm28371,0,0,0,0,0,0
ENSMUSG00000101126.2,Gm10538,0,0,0,0,0,0
ENSMUSG00000101127.2,Gm28585,0,0,0,0,0,0
ENSMUSG00000101128.2,Gm21869,0,0,0,0,0,0
ENSMUSG00000101129.2,Gm5254,0,0,1,0,1,0
ENSMUSG00000101130.2,Gm19637,0,0,0,0,0,0
ENSMUSG00000101131.2,Gm29370,0,0,0,0,0,0
ENSMUSG00000101132.3,Gm8000,0,0,0,0,0,0
ENSMUSG00000101133.2,Gm29050,0,0,2,3,2,5
ENSMUSG00000101134.2,Gm28482,0,0,0,0,0,0
ENSMUSG00000101135.2,Gm17981,0,0,0,0,0,1
ENSMUSG00000101136.2,Gm8739,0,0,0,0,0,0
ENSMUSG00000101137.2,Rpl23a-ps7,0,0,0,0,0,0
ENSMUSG00000101139.2,Gm29639,0,0,0,0,0,0
ENSMUSG00000101140.2,Gm28117,0,0,0,0,0,0
ENSMUSG00000101141.2,Gm21139,0,0,0,0,0,0
ENSMUSG00000101142.2,Gm28142,0,0,0,0,0,0
ENSMUSG00000101143.2,Gm21151,0,0,0,0,0,0
ENSMUSG00000101144.3,Gm29054,0,0,0,1,1,0
ENSMUSG00000101145.2,Gm28412,0,0,0,0,0,0
ENSMUSG00000101146.2,Gm20814,0,0,0,0,0,0
ENSMUSG00000101147.2,Gm20818,0,0,0,0,0,0
ENSMUSG00000101149.2,Gm20892,0,0,0,0,0,0
ENSMUSG00000101151.2,Gm17929,0,0,0,0,0,0
ENSMUSG00000101152.2,Gm28305,0,0,7,0,0,0
ENSMUSG00000101153.2,4933404I11Rik,0,0,0,0,0,0
ENSMUSG00000101154.2,Gm17777,0,0,0,0,0,0
ENSMUSG00000101155.7,Sly,0,0,0,0,0,0
ENSMUSG00000101156.2,Gm29114,0,0,0,0,0,0
ENSMUSG00000101158.3,Gm20894,0,0,0,0,0,0
ENSMUSG00000101159.2,Gm28184,0,0,0,0,0,0
ENSMUSG00000101160.2,Gm29338,0,0,0,0,0,0
ENSMUSG00000101162.4,Gm26728,17,12,8,42,59,56
ENSMUSG00000101164.8,Gm29218,0,0,0,0,0,0
ENSMUSG00000101166.7,Gm28496,0,0,3,0,3,0
ENSMUSG00000101167.2,Macroh2a3,0,1,1,2,0,2
ENSMUSG00000101168.2,Gm28892,0,0,1,0,0,0
ENSMUSG00000101170.2,Gm29343,0,0,0,0,0,0
ENSMUSG00000101171.2,Gm7593,0,0,0,0,0,0
ENSMUSG00000101172.3,Gm28535,1,1,14,1,1,3
ENSMUSG00000101173.2,Gm29519,0,0,0,0,0,0
ENSMUSG00000101174.9,Hoxd4,0,0,1,0,1,0
ENSMUSG00000101178.2,Gm28909,0,0,0,0,0,0
ENSMUSG00000101179.2,Gm29455,0,1,28,4,4,1
ENSMUSG00000101180.2,Gm2914,0,0,0,0,0,0
ENSMUSG00000101181.3,Vmn2r-ps149,0,0,0,0,0,0
ENSMUSG00000101182.2,Gm29209,0,0,0,0,0,0
ENSMUSG00000101183.2,Gm28614,0,0,0,0,0,0
ENSMUSG00000101186.2,Gm29235,0,0,0,0,0,0
ENSMUSG00000101188.2,Eif4a-ps4,1172,0,117,739,1611,0
ENSMUSG00000101189.2,1700029M03Rik,0,0,0,0,0,0
ENSMUSG00000101190.7,Gm28274,0,0,0,0,0,0
ENSMUSG00000101191.7,Gm28809,1,4,4,12,8,6
ENSMUSG00000101192.7,Gm29122,0,0,0,0,0,0
ENSMUSG00000101193.2,Gm21849,0,0,0,0,0,0
ENSMUSG00000101194.2,Gm29149,0,0,0,0,0,0
ENSMUSG00000101195.2,Gm9239,0,0,0,0,0,0
ENSMUSG00000101196.4,Gm6866,0,0,0,0,0,0
ENSMUSG00000101198.7,Gm29021,0,0,0,0,0,0
ENSMUSG00000101199.2,Gm9687,1,1,1,0,1,0
ENSMUSG00000101200.2,Gm20802,0,0,0,0,0,0
ENSMUSG00000101203.2,Gm28615,0,0,0,0,0,0
ENSMUSG00000101204.7,Gm29271,0,0,0,0,0,0
ENSMUSG00000101205.2,Gm29308,0,0,0,0,0,0
ENSMUSG00000101206.2,Gm5266,0,0,0,0,0,0
ENSMUSG00000101207.2,Gm28310,0,0,0,0,0,0
ENSMUSG00000101208.2,Gm19891,0,0,0,0,0,0
ENSMUSG00000101209.2,Gm8524,61,44,57,32,10,24
ENSMUSG00000101210.2,Gm28720,4,7,14,8,9,12
ENSMUSG00000101211.3,Gm28818,2,2,0,2,0,0
ENSMUSG00000101212.2,Gm29354,0,0,0,0,0,0
ENSMUSG00000101214.2,Gm28403,0,0,1,0,1,0
ENSMUSG00000101215.2,Gm28569,0,0,0,0,0,0
ENSMUSG00000101216.2,Gm29451,0,0,0,0,0,0
ENSMUSG00000101218.2,Gm29416,0,0,0,0,0,0
ENSMUSG00000101219.2,Gm20302,0,0,5,2,0,0
ENSMUSG00000101220.2,Gm6717,0,0,0,0,0,0
ENSMUSG00000101222.2,Gm28315,0,0,0,0,0,0
ENSMUSG00000101223.8,4930568A12Rik,0,0,3,1,3,0
ENSMUSG00000101224.2,Gm28209,0,0,0,0,0,0
ENSMUSG00000101225.2,1700008J07Rik,20,23,77,27,32,28
ENSMUSG00000101226.2,Gm20954,0,0,0,0,0,0
ENSMUSG00000101227.2,Gm29506,0,0,0,0,0,0
